   2.0000000000000000e+00	   4.0000000000000000e+00	   6.0000000000000000e+00	   8.0000000000000000e+00	   1.0000000000000000e+01	   1.2000000000000000e+01	   1.4000000000000000e+01	   1.6000000000000000e+01	   1.8000000000000000e+01	   2.0000000000000000e+01	   2.2000000000000000e+01	   2.4000000000000000e+01	   2.6000000000000000e+01	   2.8000000000000000e+01	   3.0000000000000000e+01	   3.2000000000000000e+01	   3.4000000000000000e+01	   3.6000000000000000e+01	   3.8000000000000000e+01	   4.0000000000000000e+01	   4.2000000000000000e+01	   4.4000000000000000e+01	   4.6000000000000000e+01	   4.8000000000000000e+01	   5.0000000000000000e+01	   5.2000000000000000e+01	   5.4000000000000000e+01	   5.6000000000000000e+01	   5.8000000000000000e+01	   6.0000000000000000e+01	   6.2000000000000000e+01	   6.4000000000000000e+01	   6.6000000000000000e+01	   6.8000000000000000e+01	   7.0000000000000000e+01	   7.2000000000000000e+01	   7.4000000000000000e+01	   7.6000000000000000e+01	   7.8000000000000000e+01	   8.0000000000000000e+01	   8.2000000000000000e+01	   8.4000000000000000e+01	   8.6000000000000000e+01	   8.8000000000000000e+01	   9.0000000000000000e+01	   9.2000000000000000e+01	   9.4000000000000000e+01	   9.6000000000000000e+01	   9.8000000000000000e+01	   1.0000000000000000e+02	   1.0200000000000000e+02	   1.0400000000000000e+02	   1.0600000000000000e+02	   1.0800000000000000e+02	   1.1000000000000000e+02	   1.1200000000000000e+02	   1.1400000000000000e+02	   1.1600000000000000e+02	   1.1800000000000000e+02	   1.2000000000000000e+02	   1.2200000000000000e+02	   1.2400000000000000e+02	   1.2600000000000000e+02	   1.2800000000000000e+02	   1.3000000000000000e+02	   1.3200000000000000e+02	   1.3400000000000000e+02	   1.3600000000000000e+02	   1.3800000000000000e+02	   1.4000000000000000e+02	   1.4200000000000000e+02	   1.4400000000000000e+02	   1.4600000000000000e+02	   1.4800000000000000e+02	   1.5000000000000000e+02	   1.5200000000000000e+02	   1.5400000000000000e+02	   1.5600000000000000e+02	   1.5800000000000000e+02	   1.6000000000000000e+02	   1.6200000000000000e+02	   1.6400000000000000e+02	   1.6600000000000000e+02	   1.6800000000000000e+02	   1.7000000000000000e+02	   1.7200000000000000e+02	   1.7400000000000000e+02	   1.7600000000000000e+02	   1.7800000000000000e+02	   1.8000000000000000e+02	   1.8200000000000000e+02	   1.8400000000000000e+02	   1.8600000000000000e+02	   1.8800000000000000e+02	   1.9000000000000000e+02	   1.9200000000000000e+02	   1.9400000000000000e+02	   1.9600000000000000e+02	   1.9800000000000000e+02	   2.0000000000000000e+02	   2.0200000000000000e+02	   2.0400000000000000e+02	   2.0600000000000000e+02	   2.0800000000000000e+02	   2.1000000000000000e+02	   2.1200000000000000e+02	   2.1400000000000000e+02	   2.1600000000000000e+02	   2.1800000000000000e+02	   2.2000000000000000e+02	   2.2200000000000000e+02	   2.2400000000000000e+02	   2.2600000000000000e+02	   2.2800000000000000e+02	   2.3000000000000000e+02	   2.3200000000000000e+02	   2.3400000000000000e+02	   2.3600000000000000e+02	   2.3800000000000000e+02	   2.4000000000000000e+02	   2.4200000000000000e+02	   2.4400000000000000e+02	   2.4600000000000000e+02	   2.4800000000000000e+02	   2.5000000000000000e+02	   2.5200000000000000e+02	   2.5400000000000000e+02	   2.5600000000000000e+02	   2.5800000000000000e+02	   2.6000000000000000e+02	   2.6200000000000000e+02	   2.6400000000000000e+02	   2.6600000000000000e+02	   2.6800000000000000e+02	   2.7000000000000000e+02	   2.7200000000000000e+02	   2.7400000000000000e+02	   2.7600000000000000e+02	   2.7800000000000000e+02	   2.8000000000000000e+02	   2.8200000000000000e+02	   2.8400000000000000e+02	   2.8600000000000000e+02	
   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	
   0.0000000000000000e+00	   0.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
  -1.0000000000000000e+00	  -1.0000000000000000e+00	
   2.6645833333333331e+02	   4.4687083333333334e+02	
   2.8110924369747897e+02	   4.4578991596638656e+02	
   2.9550212765957446e+02	   4.4483404255319147e+02	
   3.0996475770925110e+02	   4.4380616740088107e+02	
   3.2422466960352421e+02	   4.4275330396475772e+02	
   3.3852678571428572e+02	   4.4183035714285717e+02	
   3.5276363636363635e+02	   4.4076363636363635e+02	
   3.6683486238532112e+02	   4.3976605504587155e+02	
   3.8085714285714283e+02	   4.3879723502304148e+02	
   3.9476635514018693e+02	   4.3783644859813086e+02	
   4.0861428571428570e+02	   4.3681428571428569e+02	
   4.2242995169082127e+02	   4.3600483091787441e+02	
   4.3627093596059115e+02	   4.3493103448275861e+02	
   4.4974384236453204e+02	   4.3406403940886702e+02	
   4.6341791044776119e+02	   4.3309950248756218e+02	
   5.1250680576434411e+02	   5.1251531034666948e+02	
   4.9031658291457285e+02	   4.3119095477386935e+02	
   5.1250167735461571e+02	   5.1251560936571479e+02	
   5.1698461538461538e+02	   4.2930769230769232e+02	
   5.3022727272727275e+02	   4.2838888888888891e+02	
   5.4330348258706465e+02	   4.2746268656716416e+02	
   5.5644949494949492e+02	   4.2666161616161617e+02	
   5.6951515151515150e+02	   4.2570202020202021e+02	
   5.8688421052631577e+02	   4.1976842105263160e+02	
   5.9537113402061857e+02	   4.2394845360824741e+02	
   6.0819487179487180e+02	   4.2299487179487181e+02	
   6.2086010362694299e+02	   4.2206217616580312e+02	
   6.3351030927835052e+02	   4.2111340206185565e+02	
   6.4626395939086296e+02	   4.2019796954314722e+02	
   6.5871282051282049e+02	   4.1930769230769232e+02	
   6.7147208121827407e+02	   4.1903045685279187e+02	
   6.8450000000000000e+02	   4.1900000000000000e+02	
   6.9750000000000000e+02	   4.1900000000000000e+02	
   7.1016256157635473e+02	   4.1825615763546796e+02	
   7.2212437810945278e+02	   4.1714925373134326e+02	
   7.3341708542713570e+02	   4.1528643216080400e+02	
   7.4352763819095480e+02	   4.1296984924623115e+02	
   7.5271065989847716e+02	   4.0995431472081219e+02	
   7.6059788359788365e+02	   4.0652910052910050e+02	
   7.6745454545454550e+02	   4.0258823529411762e+02	
   7.7268108108108106e+02	   3.9848648648648651e+02	
   7.7676666666666665e+02	   3.9393888888888887e+02	
   7.8148044692737426e+02	   3.8981005586592181e+02	
   7.8700000000000000e+02	   3.8622674418604652e+02	
   7.9368208092485554e+02	   3.8305202312138726e+02	
   8.0097604790419166e+02	   3.8017964071856289e+02	
   5.1245297589013444e+02	   5.1252153882692733e+02	
   8.1400609756097560e+02	   3.7426829268292681e+02	
   8.1968484848484843e+02	   3.7123030303030305e+02	
   8.2507594936708858e+02	   3.6815822784810126e+02	
   8.3006250000000000e+02	   3.6514999999999998e+02	
   8.3497468354430384e+02	   3.6203797468354429e+02	
   8.3947096774193551e+02	   3.5903870967741938e+02	
   8.4394701986754967e+02	   3.5598013245033110e+02	
   8.4820945945945948e+02	   3.5298648648648651e+02	
   5.1245268639775668e+02	   5.1252261476684180e+02	
   8.5644755244755243e+02	   3.4732167832167835e+02	
   8.6035036496350369e+02	   3.4452554744525548e+02	
   8.6416546762589928e+02	   3.4169784172661872e+02	
   8.6779411764705878e+02	   3.3901470588235293e+02	
   8.7150375939849619e+02	   3.3633082706766919e+02	
   8.7511194029850742e+02	   3.3373134328358208e+02	
   8.7860465116279067e+02	   3.3113953488372096e+02	
   8.8203968253968253e+02	   3.2878571428571428e+02	
   8.8538524590163934e+02	   3.2613934426229508e+02	
   8.8868852459016398e+02	   3.2390983606557376e+02	
   8.9191803278688519e+02	   3.2145081967213116e+02	
   8.9511016949152543e+02	   3.1916101694915255e+02	
   8.9812820512820508e+02	   3.1705982905982904e+02	
   9.0113392857142856e+02	   3.1470535714285717e+02	
   9.0423008849557527e+02	   3.1246902654867256e+02	
   9.0715044247787614e+02	   3.1028318584070797e+02	
   9.1018750000000000e+02	   3.0824107142857144e+02	
   9.1293577981651379e+02	   3.0614678899082571e+02	
   5.1245807450306017e+02	   5.1252165590333311e+02	
   9.1841904761904766e+02	   3.0214285714285717e+02	
   9.2103883495145635e+02	   3.0026213592233012e+02	
   9.2380198019801981e+02	   2.9832673267326732e+02	
   9.2634343434343430e+02	   2.9646464646464648e+02	
   9.2891919191919192e+02	   2.9447474747474746e+02	
   9.3153608247422676e+02	   2.9270103092783506e+02	
   9.3384536082474222e+02	   2.9077319587628864e+02	
   9.3640659340659340e+02	   2.8906593406593407e+02	
   9.3868817204301081e+02	   2.8734408602150540e+02	
   9.4097894736842102e+02	   2.8561052631578946e+02	
   9.4344444444444446e+02	   2.8392222222222222e+02	
   9.4570114942528733e+02	   2.8216091954022988e+02	
   9.4778021978021980e+02	   2.8062637362637361e+02	
   5.1246369299057983e+02	   5.1251936262564504e+02	
   9.5239999999999998e+02	   2.7736470588235295e+02	
   9.5434117647058827e+02	   2.7597647058823532e+02	
   9.5657647058823534e+02	   2.7418823529411765e+02	
   9.5857500000000005e+02	   2.7280000000000001e+02	
   9.6060000000000002e+02	   2.7124705882352941e+02	
   9.6264556962025313e+02	   2.6979746835443041e+02	
   9.6464197530864203e+02	   2.6833333333333331e+02	
   5.1246535418351618e+02	   5.1251872777769302e+02	
   9.6853846153846155e+02	   2.6547435897435895e+02	
   9.7030379746835445e+02	   2.6422784810126581e+02	
   9.7230666666666662e+02	   2.6282666666666665e+02	
   9.7402666666666664e+02	   2.6144000000000000e+02	
   9.7603999999999996e+02	   2.6016000000000003e+02	
   9.7780281690140851e+02	   2.5869014084507040e+02	
   9.7947058823529414e+02	   2.5755882352941177e+02	
   9.8113698630136992e+02	   2.5628767123287673e+02	
   9.8297142857142853e+02	   2.5492857142857142e+02	
   9.8467647058823525e+02	   2.5366176470588235e+02	
   9.8626086956521738e+02	   2.5256521739130434e+02	
   9.8798571428571427e+02	   2.5144285714285715e+02	
